,SAMPLE_NUMBER,SAMPLE_TYPE,BATCH_ID,DATE_VISITED,ATLAS_CODE,X_COORD,Y_COORD,Ag_XRF,Al_XRF,As_XRF,Ba_XRF,Bi_XRF,Br_XRF,Ca_XRF,Cd_XRF,Ce_XRF,Cl_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Fe_XRF,Ga_XRF,Ge_XRF,Hf_XRF,Hg_AAS,Hg_XRF,I_XRF,In_XRF,K_XRF,La_XRF,LOI450,Mg_XRF,Mn_XRF,Mo_XRF,Na_XRF,Nb_XRF,Nd_XRF,Ni_XRF,P_XRF,Pb_XRF,pH,Rb_XRF,S_XRF,Sb_XRF,Sc_XRF,Se_XRF,Si_XRF,Sm_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Te_XRF,Th_XRF,Ti_XRF,Tl_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Yb_XRF,Zn_XRF,Zr_XRF,DRIFTS,LANDUSES,CLASTS,SITE_CONTAMINANTS,SOIL_TEXTURE,COMMENTS,elevation,slope,aspect,plan.curve,profile.curve,twi,mrvbf,mrrtf,population,landuse
2325,613004,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,271744,657251,<0.5,62951,7.6,307,0.6,21.4,3287.62,$0.20 ,56,$121 ,21.4,94.7,3,28,41054.78,14.1,2.7,7.7,NA,NA,3.5,<0.5,10625.28,28,9.32,6634.1,828.715,1.2,4451.4,15.8,24.4,39.2,1265.56,73.9,4.45,53.4,1139,0.8,9.6,0.9,265723,3.7,4.2,73.3,1.5,$0.20 ,7.4,5233.635,0.9,3,101,1.3,18.4,2.8,94.9,278.5,"soil, regolith(observed at site); till(observed at site); glacial(observed at site);",golf course(observed at site),NA,slag (furnace waste),sandy loam,land use: edge of golf course.h4 mod in 1s.,38.09999847,0.064908676,1.322086573,0.004922778,0.000218631,8.012061119,0.403220505,0.502579212,134,4
2326,613005,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,272302,653753,$0.40 ,85169,11.4,353,0.7,15,6003.48,0.9,69,$94 ,24.4,106.3,4,33.4,48398.48,19.1,1.8,7,NA,NA,4.6,$0.30 ,12119.46,36,8.19,7237.2,604.11,1.3,2967.6,23.5,26.7,38.2,916.44,70.2,5.7,64.9,$875 ,0.7,9.9,1,254048,4,3.8,88.3,$0.10 ,$0.10 ,8.5,7217.98,0.6,2.7,119.6,$0.50 ,20.8,1.9,200.8,270.8,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site),NA,ceramic; slag (furnace waste);,medium clay,some db patches in s. site: front garden with borders. h4: tr in a and s. b0; tr in a and s.,91.30000305,0.014034767,0.071311727,0.017084973,0.00018015,9.262990952,2.101112843,1.331246614,1754,21
2327,613006,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,270702,656723,<0.5,62951,6.6,353,($0.10),11.3,9434.04,0.5,63,$75 ,23.7,148.4,3,46.2,42663.4,13.7,2.7,6.2,NA,NA,2.9,<0.5,10625.28,30,6.69,7840.3,1246.945,1.9,5193.3,14.8,26.3,45.1,1571.04,520.1,6.63,47.1,1023,1.4,9.7,0.8,286271,$2.80 ,7.6,99.1,1,<0.5,7.9,5293.585,1,1.6,116.4,2.4,21.5,3,196.7,259.8,"soil, regolith(observed at site); glacial(observed at site);",domestic garden (urban)(observed at site),NA,manufactured metal; bricks; plastic; coal tailings;,loam,"land use:large garden outside care home. h2 min 1s. d0 1 piece in 1a. red brick, wall on surface.  a0 drain<10m away.",47.70000076,0.018382715,5.892578125,-0.010646811,-0.000563974,8.73988533,2.866712809,1.378372192,4687,21
2328,613007,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,280318,656752,<0.5,81466,7.1,393,$0.20 ,9.1,5717.6,$0.10 ,78,$76 ,24.8,101.2,3,47.9,47978.84,17.8,2.7,5.5,NA,NA,2.1,<0.5,12119.46,39,7.9,6031,642.835,1.2,2967.6,14.8,34.6,45.6,785.52,103.5,5.49,60.1,$996 ,1.1,12.7,0.8,255916,5.6,7,79.9,1.3,<0.5,9.4,5203.66,0.7,3.1,110.5,1.5,23.3,2.7,155.6,241.8,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site); playground(observed at site);,NA,ceramic; slag (furnace waste);,silty clay,"tended grass+some trees nxt to playgrnd. 1 s @50cm. b0:ye+re bldg sand mod s, tr a. h4: min a+s",144.3000031,0.021091953,1.022245169,0.006319352,-3.33E-05,10.35408115,0.768449783,2.957060099,2737,21
2329,613008,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,281289,656240,<0.5,83582,21.6,371,1,10.3,3859.38,1.5,67,$97 ,18.5,98.9,4,56.8,33920.9,18,3.8,7.6,NA,NA,2.9,<0.5,10874.31,36,9.33,4221.7,271.075,1,2967.6,15.5,24.9,32.6,960.08,120.2,5.09,56.5,1045,1.9,9.8,0.9,259652,3.6,10.8,68,$0 ,<0.5,8.5,5527.39,0.7,2.9,110.9,1.5,21.5,2.7,430.4,307.8,"soil, regolith(observed at site); till(observed at site);",grass moor(observed at site); deciduous woodland established(observed at site);,NA,ceramic; bricks; slag (furnace waste); clear glass;,silty clay,"untended field, no animals. house 90m+woodlands 20m away. s=or/lb clay patches. a+s had qtz pebbles tr <3cm. b0:ye bldg sand min a, mod s. h4:tr a,min s. b3:re brk tr s. c1:tr 1s.",157.1999969,0.020393269,0.197399959,0.003092583,-0.000182967,10.10862064,0.485993534,3.867315292,1401,4
2330,613009,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,271204,654704,<0.5,62422,7.7,325,0.4,12.7,4431.14,$0.10 ,58,$116 ,22.4,84.9,2,41.9,37138.14,13.8,3.7,5.8,NA,NA,2.4,<0.5,9048.09,28,10.25,5427.9,565.385,1.2,3709.5,14.5,26.5,41.1,1134.64,118.7,4.83,42.3,1119,1.3,9,0.9,270860,$2.90 ,9.7,72.5,$0.80 ,<0.5,7.6,4766.025,0.8,2.4,98.9,1.5,19.9,2.7,126,253.5,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site),NA,manufactured metal; bricks; slag (furnace waste);,silt,"land use: tended front garden. a0 lampost@ 10m.  s texture 2 s silt.  s depth 1@50cm, 2@40cm, 2@35cm.  red brick abt 3s, mod 2s+trc a.  h4 mod s, min a.",77.59999847,0.029723339,5.940160751,-0.002629879,0.00015798,10.26047039,2.716964006,1.246250391,4766,21
2331,613010,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,280851,657108,<0.5,70886,7.5,373,($0.20),10,3216.15,$0.40 ,76,$82 ,23.5,88.6,2,33.7,43502.68,14.3,2.1,8.3,NA,NA,4.7,<0.5,10708.29,36,7.99,4824.8,960.38,1.1,2967.6,11.8,28,37.1,1483.76,76.4,4.98,51.3,1070,1.1,9.8,0.7,260119,4.1,4.2,59.7,$0.50 ,<0.5,8.4,4466.275,0.8,2.9,103.9,1.1,22.9,2.6,111.4,341.9,"soil, regolith(observed at site); till(observed at site);",grass moor(observed at site); deciduous woodland established(observed at site);,NA,ceramic; slag (furnace waste);,silty clay,"cow field, woodlands@btm 15m. s=lb clay tips. b0:re+ye bldg sand min a+tr s. h4:tr a+s",132.8000031,0.073690437,5.849830627,0.005226972,-0.000977869,8.730199814,1.725333333,0.019592298,1113,4
2332,613011,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,272653,654829,<0.5,47610,4.5,318,0.3,8.8,4216.73,$0.20 ,51,$93 ,21.5,87.3,2,29.5,36858.38,9.4,1.3,6.5,NA,NA,2.9,$0.20 ,9795.18,25,3.71,7237.2,782.245,1.1,7419,17.8,22.9,40.6,1658.32,42.6,4.95,34.7,$777 ,0.6,7.2,0.3,323631,4.4,4.1,77.8,1,$0.20 ,4.8,5011.82,($0.20),2.3,84.2,0.9,16.7,2,89.6,285.3,"soil, regolith(observed at site); fluvioglacial(observed at site);",domestic garden (urban)(observed at site),NA,bricks,sandy loam,"min unknown clast in a <1cm. frnt gardn with borders. s=1@50, 1@40, 3@35cm. b3: min in 1 s @50cm.",55.79999924,0.131338045,1.983640075,0.012943074,-0.000691579,7.533770084,0.842913032,0.018992126,2984,21
2333,613012,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,271282,656333,<0.5,50784,8,401,0.6,6.5,18796.61,$0.30 ,51,$122 ,23.6,81.9,2,78.5,39166.4,11.4,2.4,5.1,NA,NA,1.2,<0.5,10874.31,26,8.94,9649.6,751.265,1.4,7419,12,25.2,45.3,1876.52,151.1,7.23,38.8,1399,2.2,11,0.8,266657,5.1,10.9,143.1,$0.90 ,<0.5,5,4748.04,$0.20 ,2,106,1,19.6,1.9,204.3,209.6,"soil, regolith(observed at site); glacial(observed at site);",recreational area(observed at site); minor metalled roads/verge(observed at site); deciduous woodland recent(observed at site);,sandstone (undifferentiated),manufactured metal; bricks; plastic; clear glass;,loam,land use: grass area near rd+ trees. a0 lampost+ metal fence <10m away. d0 min wrappers @ surface.  red brick trc in a+s. c1 1a trc.,57.90000153,0.018598944,5.345139027,-0.012256085,0.000267839,9.032764435,1.803024054,1.950047016,1005,21
2334,613013,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,270870,654772,$0.10 ,64009,7.4,317,$0.20 ,11.8,3787.91,0.8,58,$108 ,23.2,115.4,2,29.6,37767.6,13.5,2.3,7.3,NA,NA,4.6,$0.30 ,9629.16,29,7.24,5427.9,960.38,1.6,3709.5,16.3,23,34.4,1352.84,92,4.92,47.8,$974 ,0.9,8,0.7,295144,3.2,5.3,68.9,1.7,<0.5,6.9,5143.71,$0.40 ,2.3,99.7,1.7,17.4,2.6,130.6,253.1,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site); minor metalled roads/verge(observed at site); commercial and residential(observed at site);,NA,bricks; slag (furnace waste);,silty clay,grassed area with sparse decid trees <20m from min road and houses. 1s=silt. re brick min a tr s. tr h4 in a and s.,79.30000305,0.067129955,1.04058063,-0.000577038,-0.000239576,9.4053936,1.176279187,0.172080442,3959,21
2335,613014,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,272162,654817,0.6,59777,5.6,773,0.6,12.7,20297.48,1.4,65,$114 ,26.1,140.6,2,84.9,44132.14,14.8,3.5,5.7,NA,NA,2.5,<0.5,10293.24,33,7.45,9046.5,1897.525,1.8,5935.2,13.8,33.2,59.6,1658.32,731.8,7.18,42.2,1279,15.8,11.6,0.8,277398,3.6,19.8,134,$0.50 ,<0.5,6.9,4849.955,0.9,0.7,128.3,3.1,24.2,2.2,447.1,207.2,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site); major roads/verge(observed at site);,NA,manufactured metal; ceramic; bricks; plastic; clear glass;,sandy loam,"frnt gardn <5m to rd (a723). b0: mod in a and s. b3: mod a and s. c1: tr 1 s. d0: tr 1s, mod surf (wrappers). a0 manhole <2m.",65,0.056508306,6.141287804,-0.007247848,8.96E-05,8.622866631,0.395555288,0.695433438,2984,21
2336,613015,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,280248,657147,<0.5,69828,6.1,337,0.3,10.8,3430.56,$0.10 ,68,$105 ,20.6,87.8,3,30.1,46649.98,13.9,1.7,6.9,NA,NA,4.1,<0.5,10791.3,34,6.25,4824.8,1053.32,0.9,3709.5,12.5,28.2,35.2,741.88,65.6,5.43,50.6,$988 ,0.7,11.9,0.7,280200,$1.20 ,4,68.6,$0.80 ,$0.10 ,7.5,4556.2,0.6,2.4,95,$0.30 ,19.7,2.6,112.5,280.8,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site); recreational area(observed at site);,sandstone (undifferentiated),ceramic; bricks; slag (furnace waste);,silty clay,sdst=<2cm min a tr s. lrg grassy area nxt to houses+rd. h4:tr a+s. b3:re brk tr a+s. b0: ye bldg sand tr a+s,132.6999969,0.110351488,5.645098686,0.000966639,0.000189396,8.233215332,0.435579479,0.199824825,1113,21
2337,613016,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,279207,655708,$0.10 ,72473,12.2,466,1.2,17.2,15151.64,$0.40 ,87,$113 ,36.5,119.8,2,103,43712.5,18.4,8.1,6.5,NA,NA,2.2,<0.5,9297.12,45,15.33,6031,1796.84,2.3,2967.6,13.7,41,89.6,1701.96,247,6.23,47.5,1652,2.2,15.7,1.6,214353,5.3,13.4,142,$0.60 ,<0.5,8.9,4496.25,1,3.1,205.2,2.7,32.2,3.2,259.6,196,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site),sandstone (undifferentiated),ceramic; pottery; tiles; bricks; coal tailings;,silty clay,"frnt gdn 10x5m with borders rnd edge. b1:glazed flower pots in borders. b2:re tiles used as pth frm driveway to lawn. h2:mod a+s,abunt 1a+tip of 1s. b0:or+white bldg sand min in a+s. b3:re brk tr in 3 s.",116.8000031,0.042165011,5.260938168,-0.002411747,-0.000137878,9.091570854,1.742494226,0.246087834,2618,21
2338,613018,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,282306,655105,$0.10 ,75118,12.8,466,1,16.6,8076.11,1,78,$121 ,33.8,99,3,85.6,40355.38,20.6,9.5,6,NA,NA,3.2,<0.5,10127.22,40,17,6031,735.775,2,2225.7,13.9,36.1,76.4,1352.84,273.6,5.41,56.5,1633,2.1,13.2,1.8,203145,4.3,22.3,97.4,$0.50 ,$0.10 ,9.6,4760.03,1,3.8,148.8,1.9,29.4,$1.20 ,288.6,229.8,"soil, regolith(observed at site); till(observed at site);",long term pasture(observed at site); major roads/verge(observed at site);,NA,ceramic; slag (furnace waste);,silt,hay field. h4:min a+s. b0:bldg sand min a+s,154.8999939,0.037519056,3.983534813,-0.005454476,-0.000334555,9.378134727,4.640816689,2.71668601,679,4
2339,613019,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,279662,656760,1.1,84111,12,415,1,8.7,5431.72,0.9,83,$85 ,31.6,149,4,145,57700.5,19,4,6.7,NA,NA,2,<0.5,11787.42,41,10.35,6031,1146.26,6.6,2967.6,13.2,35.3,92.4,1440.12,127.7,5,61.2,1228,3.2,14.2,1.3,253114,4,19.2,99.9,$0.70 ,<0.5,9.4,4754.035,0.6,2.8,136,2.8,25.8,$1.40 ,205.9,242.3,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site); recreational area(observed at site);,NA,ceramic; bricks; coal tailings;,silt,"land use - <50m of  housing, < 20m from deciduous trees. h2 abt in s esp tips, min in a. building sand wh+ye+or mod throughout. red brick min in s. depth of s - 3@40cm, 2@35cm.",114.8000031,0.069779269,5.691214085,0.001704393,0.001847324,8.177841187,0.37881875,0.344407707,1919,1
2340,613020,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,271180,652227,<0.5,70357,3.7,429,0.7,9.2,3859.38,<0.5,75,$83 ,25,93.9,2,20.1,46440.16,13.4,1,7.6,NA,NA,2.4,<0.5,10957.32,37,6.65,5427.9,1200.475,1,3709.5,15.3,32.8,37.5,829.16,38.5,4.94,47.4,$799 ,$0.10 ,10.1,0.6,283469,5.2,2.1,86.7,$0.30 ,$0.20 ,7.9,5191.67,$0.20 ,2.9,93.7,1.8,22.3,3.1,75.5,305.5,"soil, regolith(observed at site); till(observed at site);",grass moor(observed at site); major roads/verge(observed at site);,sandstone (undifferentiated),manufactured metal; bricks; slag (furnace waste);,silty clay,sdst clasts trce <2cm. site possible cow field <50m from a-rd. b3 min in a and s (red brick). h4 trce in a and s. a0 wire fence <30m away.,180,0.026826311,5.81953764,0.007751695,-0.001086827,9.458106995,1.522967935,0.324814707,1980,4
2341,613021,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,282232,656160,$0.40 ,68770,9.4,510,1.2,12.2,8361.99,$0.40 ,73,$106 ,31.3,94.9,3,55.4,44272.02,16.2,6.2,6.8,NA,NA,4,<0.5,9297.12,36,9.12,4824.8,1169.495,1.3,3709.5,13.5,27.6,50.9,1483.76,304.8,5.91,43.8,1220,2.5,11.2,1.5,251246,4.7,12.4,94.1,$0.10 ,<0.5,8.2,4742.045,$0.40 ,2.1,120.8,2.2,25.1,1.7,278.3,279.9,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site),NA,manufactured metal; bricks; coal tailings;,silt,"frnt gdn, well kept. h2:tr s. b3:re brk tr a. a0:driveway gate.",152,0.037625328,5.591851234,0.002222722,-0.000143366,10.14707375,4.656295776,0.164606869,3196,21
2342,613022,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,282695,656713,<0.5,65067,14.9,350,0.7,17.7,4931.43,0.8,63,$109 ,23.1,91.9,3,64.1,32102.46,15.1,7.7,5.8,NA,NA,3.3,<0.5,8550.03,31,15.64,3618.6,410.485,1.8,2225.7,11.6,28.5,49.7,1091,215.9,4.96,41.1,1489,1.9,10,1.3,224627,4.9,15.9,65.9,$0.30 ,$0.20 ,8,4316.4,1.2,2.6,108.2,1.4,22.1,2.4,331.4,269.1,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site); playing field(observed at site);,NA,manufactured metal; bricks; slag (furnace waste);,silty clay,sml playing field+football goal (a0) between houses. h4:tr a. b3:re brk tr s. s=lb clay tip.,147.1999969,0.002828376,3.926990747,0.084853895,-8.00E-05,10.4304409,3.878746748,0.497780681,3196,21
2343,613023,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,278772,654279,<0.5,37559,2.5,262,0.6,8,4073.79,<0.5,41,$108 ,14.7,57.4,2,21.9,25178.4,7.5,1.1,9.3,NA,NA,1.4,<0.5,7138.86,20,7.59,4221.7,449.21,0.4,3709.5,8.2,19.8,19.7,654.6,25,5.34,25.1,1008,0.9,7.6,0.2,318961,3.4,1.7,59.8,$0.30 ,$0.10 ,4.7,3129.39,$0.10 ,1.9,66.6,0.8,16.9,$1 ,63.1,344.6,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site); major roads/verge(observed at site); industrial(observed at site);,NA,manufactured metal; ceramic; bricks; coal tailings;,loam,land use:grassland >30cm from b754 behind within ind est.  a0 metal poles on surface + signs. h2 min a+s. building sand yellow trc s. red brick trc a+s.,114.0999985,0.008602088,0.950544775,0.029910309,-5.73E-05,10.81857014,1.792888999,3.626688957,2691,21
2344,613024,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,283242,656620,<0.5,64538,13.4,378,1.2,14.8,3430.56,0.5,63,$93 ,24.4,95.1,3,55.6,41964,14.8,6,8.6,NA,NA,5.1,<0.5,9297.12,33,10.06,3618.6,851.95,1.6,2967.6,12.2,25.9,41.2,1047.36,187.2,4.69,47.1,1155,1.6,9.7,1.3,263388,3.1,16.2,66,$0.50 ,<0.5,8,4460.28,0.8,2.3,108,1.8,22.4,2.3,321.5,309.2,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site); playing field(observed at site);,NA,ceramic; slag (furnace waste);,silt,"land adjoining playing fields. h4:tr a+s. b0:bldg sand min s, tr a.",141.3999939,0.079985112,0.581083477,0.015337907,0.000149126,8.980368614,3.227526188,0.715685546,819,4
2345,613025,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,278822,655748,<0.5,57132,11.2,291,0.4,15.8,4216.73,0.5,52,$148 ,20,85.8,2,32.4,35249.76,12.4,3.9,5.5,NA,NA,2.7,$0.30 ,9463.14,26,10.41,4824.8,604.11,1.6,3709.5,10.8,20.1,34.8,916.44,113.8,4.98,47.8,1161,1.4,8.1,0.8,276931,4.4,4.5,65.7,1,$0.10 ,6.1,3818.815,$0.30 ,2.3,95.5,1.9,18.2,$1.30 ,140.4,216.5,"soil, regolith(observed at site); till(observed at site);",golf course(observed at site),NA,ceramic; slag (furnace waste);,silty clay,"decid tree lined edge of golf course. s=3@50,1@40,1@35cm. s@35cm=db sicl. h4:min 1s. b0:or bldg sand min 1s.",118.9000015,0.057365175,1.692991018,0.00169433,0.000420616,9.047838211,1.58858943,2.659241915,2512,4
2346,613026,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,278343,655718,<0.5,76705,8.7,496,0.8,11.1,4359.67,0.6,89,$98 ,28.2,102.4,3,82.7,45111.3,16.6,4.7,6.1,NA,NA,2.2,$0.10 ,11953.44,45,9.66,6031,604.11,1.4,3709.5,14.2,38.9,62,829.16,362.2,5.02,58.4,1136,2.4,12.5,1.1,264322,$2.30 ,18.7,136.1,$0.50 ,$0.10 ,9.3,5017.815,1.2,1.9,127.6,1.6,28.9,2.2,192.8,269.3,"soil, regolith(observed at site); till(observed at site);","urban open space cleared, derelict(observed at site)",NA,manufactured metal; ceramic; bricks; plastic; coal tailings; slag (furnace waste);,silty clay,"site of demolished sch, long grass round rubble. s=or+gy patches, or colour increases with depth. s=1@40,4@50cm. d0:wrappers min @surf. a0:lamposts@site. b0:or=ye bldg sand mod a+s. h2:min a+s. h4:min a+s. b3:re brk min a+s,abunt tip 1s, an",116.3000031,0.053437401,5.075536251,-0.007961815,-0.000432278,8.677032471,1.382351995,2.82522583,2512,4
2347,613027,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,270294,656732,$0.10 ,83053,7.7,412,0.4,10.5,7790.23,$0.20 ,87,$69 ,33.7,118.2,3,51.8,57490.68,18.8,2.5,7,NA,NA,3.8,<0.5,13364.61,43,7.08,10252.7,1084.3,1.4,4451.4,22.1,34.8,64.6,1265.56,88.1,6.33,60.7,$882 ,0.9,13.3,0.6,266657,5.3,13.8,104.7,1.1,<0.5,8.4,7116.065,0.8,2.5,128,0.7,25.9,2.7,121.5,274.2,"soil, regolith(observed at site); made ground(observed at site);",recreational area(observed at site); railways(observed at site); deciduous woodland established(observed at site);,NA,ceramic; bricks; slag (furnace waste);,silty clay,land use: grass to side of the path going under rallway nr mature trees.,56,0.041171364,0.097252682,-0.007081375,0.000271024,9.288467407,0.484504908,1.570510268,4687,21
2348,613028,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,281348,656732,<0.5,59777,8.7,320,0.5,12.6,3359.09,0.5,52,$114 ,16,151.5,3,31.6,33920.9,11.7,2.7,8.1,NA,NA,3,<0.5,8882.07,26,10.22,3618.6,294.31,1,2967.6,11.3,20.7,27.6,1483.76,92.6,5.25,37.1,1184,1.2,9,0.7,285804,$2.30 ,7.8,57.9,$0.60 ,$0.20 ,7,4130.555,0.8,2.5,91.1,1.1,17.6,$1.30 ,111,316.7,"soil, regolith(observed at site); till(observed at site);",long term pasture(observed at site),NA,ceramic; pottery; slag (furnace waste);,silt,"farmers long grazing field, no animals. s=or patches+tips. b1: tr 1s. b0:ye+or min a+s. h4:tr a+s",158,0.019997243,0.927293718,0.020640099,0.000187088,10.08150101,0.012509287,2.934764862,1401,4
2349,613029,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,278260,654373,$0.10 ,69828,10.9,490,0.7,12,7861.7,1.5,72,$114 ,27.7,117,3,81.1,42383.64,15.8,5.6,7.5,NA,NA,3.4,<0.5,10127.22,36,8.06,5427.9,867.44,3.1,4451.4,14.8,32.6,65.2,1178.28,328.3,6.33,49.8,1081,11.5,11.6,1,275063,6.4,13.7,115,$0.50 ,<0.5,9.6,5155.7,0.8,2.9,131.2,2.2,25.5,3.5,424.7,291.6,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site),NA,ceramic; slag (furnace waste);,silty clay,land use front garden with borders. s colour lb tips. h4 trc a+s. building sand trc in s.,111.5999985,0.02401622,0.041641917,0.000969684,-3.29E-06,9.99447155,1.372416377,3.236868858,2691,21
2350,613030,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,271180,653750,<0.5,52371,3.7,237,0.4,13.4,1929.69,$0.10 ,50,$116 ,16.5,67.6,2,22.4,26647.14,10.1,2.1,6,NA,NA,3.4,<0.5,7968.96,23,6.95,3618.6,743.52,0.7,2967.6,10.8,19.5,23.1,1091,55.5,4.53,39.3,$881 ,0.5,6.9,0.6,312423,3.6,3,50.3,($0.20),<0.5,5,3543.045,0.5,1.5,71.3,$0.50 ,14.9,1.5,74.3,236.7,"soil, regolith(observed at site); till(observed at site);",domestic garden (urban)(observed at site); minor metalled roads/verge(observed at site);,NA,manufactured metal; aluminium; ceramic; plastic; slag (furnace waste);,loam,"land use: side lawned garden- tended. s colour red patches. a0 lampost @ 5m.  building sand orange mod- 2*a+s, trc in the rest.  h4 min s, trc a.  d0 litter @ surface minor.  a7 cans @ surface.",118.4000015,0.04920454,5.221458435,-0.017560892,-0.000154662,8.315151215,1.137982607,0.149157107,3806,21
2351,613031,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,279299,656323,<0.5,66654,7.5,340,0.3,14.3,4288.2,$0.30 ,62,$78 ,21.2,83.6,3,26.2,45810.7,14,2.8,6.7,NA,NA,3.7,$0.10 ,10459.26,31,9.19,5427.9,712.54,1.1,3709.5,13.1,26.9,32.4,916.44,92.2,5.65,54.5,1063,0.6,11.6,1,277398,4.8,3.7,66.7,$0.90 ,$0.20 ,7.6,4514.235,0.5,2.1,93.1,1.3,19.3,1.5,140.5,268.7,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site); recreational area(observed at site);,NA,ceramic; bricks; plastic; coal tailings;,silty clay,"lrg opn fields behind houses, long grass with paths mown in, used by dog walkers. 1s=lb sicl. s=2@40,1@45,2@50cm. d0:wrappers@surf, min. h2:min a+s. b0: or bldg sand min in a+s, abunt in 1s(@45cm). b3:re brk min in 1a",106.4000015,0.166077688,5.47669363,-0.010290857,0.001558815,7.830237865,0.244794697,0.011975514,1919,4
2352,613032,SHALLOW SOIL (5 -20CM),12782,7/7/2011,GLAS,279248,656753,<0.5,72473,7,363,0.5,17,8147.58,$0.40 ,59,$102 ,19.9,91.3,3,28.4,50286.86,15.6,2.6,6.1,NA,NA,4.4,<0.5,11289.36,30,8.11,5427.9,882.93,1.2,2967.6,13.2,22.5,32.9,567.32,105.7,6.64,61,$988 ,1,9.4,1.1,257784,$1.90 ,4.6,72,$0.60 ,<0.5,7.7,4658.115,0.6,2.1,103.9,$0.20 ,18.1,1.9,168.9,246.4,"soil, regolith(observed at site); till(observed at site);",deciduous woodland established(observed at site); recreational area(observed at site);,NA,manufactured metal; aluminium; plastic; coloured glass;,silt,"wood@edge of ftpth nxt to sdst wall. s=1@35,2@40,2@50cm. s=or patches. 2a=lb sand patches. c2,a7+d0=min litter@surf. a0: piece of discarded machinery.",121.8000031,0.049366344,2.198104858,-0.002991657,0.000486027,7.995317936,0.149750277,2.674100161,1919,4
2353,613033,SHALLOW SOIL (5 -20CM),12782,7/8/2011,GLAS,271352,657226,<0.5,89401,11,380,($0.10),17.5,6503.77,0.6,86,$92 ,36.7,122.5,5,74.9,44551.78,21.5,8.2,5.8,NA,NA,2.6,<0.5,13364.61,46,14.06,6634.1,495.68,2.2,3709.5,19.1,33.7,86.4,1309.2,129.1,4.78,75.8,1337,1.5,14.9,1.1,216688,8.4,4.2,122.8,$0.60 ,$0.20 ,10.6,6240.795,1.3,3.9,171.4,1.9,30,2.8,261.6,226.9,"soil, regolith(observed at site); glacial(observed at site);",recreational area(observed at site),NA,slag (furnace waste),silty clay,land use: on the inside bend of a horse racing track. h4 mod in s.,50.20000076,0.021996459,6.283185482,0,4.00E-05,9.331513405,0.775935471,2.965800047,134,4
